"Method","M","C2ST_Accuracy","AUC","P_Value","Classifier"
"synthpop",50,0.815551537070524,0.577549764005746,5.63256958791629e-54,"RF"
"synthpop",50,0.819168173598553,0.62750872152678,2.74725684146031e-55,"RF"
"synthpop",50,0.81374321880651,0.617032628770778,2.50466469992628e-53,"RF"
"synthpop",50,0.81374321880651,0.613082290170326,2.50466469992628e-53,"RF"
"synthpop",50,0.820976491862568,0.597332238867228,5.95734734394429e-56,"RF"
"synthpop",50,0.817359855334539,0.599322799097065,1.25151672075395e-54,"RF"
"synthpop",50,0.820976491862568,0.594449004719885,5.95734734394429e-56,"RF"
"synthpop",50,0.815551537070524,0.62979683972912,5.63256958791629e-54,"RF"
"synthpop",50,0.810126582278481,0.613174635747999,4.77873840570446e-52,"RF"
"synthpop",50,0.808318264014466,0.607695464806074,2.05074189044255e-51,"RF"
"synthpop",50,0.828209764918626,0.630566386209727,1.16336792225438e-58,"RF"
"synthpop",50,0.801084990958409,0.508034065257542,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.505294479786579,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.510445310896778,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.512261440591012,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.506638620972707,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.539883028934948,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.493310075928586,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.523086394418223,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.512743689718859,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.536989534167864,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.51124563923661,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.545998358300841,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.493412682126,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.523076133798481,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.545218551200493,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.534188384978453,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.509624461317464,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.518561461112251,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.476852041863329,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.512928380874205,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.568448594295095,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.522583624050893,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.545854709624461,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.490190847527191,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.548306997742664,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.524861481633491,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.505735686435461,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.517750872152678,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.512969423353171,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.525836240508927,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.503488610712087,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.544366919761954,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.497311717627745,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.534342294274574,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.543186948491689,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.509593679458239,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.517935563308024,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.520952185512005,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.498040221629386,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.540785963472194,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.523578904165812,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.512671865380669,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.521875641288734,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.526297968397291,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.552349681920788,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.520931664272522,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.502821670428894,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.513420890621794,6.1935368641218e-49,"NN"
"synthpop",50,0.801084990958409,0.524020110814693,6.1935368641218e-49,"NN"
"synthpop",50,0.802893309222423,0.517812435871127,1.51152186105246e-49,"NN"
"arf",5,0.79746835443038,0.49548532731377,1.00514857289592e-47,"KNN"
"arf",5,0.783001808318264,0.499599835830084,4.48120121227455e-43,"KNN"
"arf",5,0.750452079566004,0.554607018263903,1.12451709959753e-33,"KNN"
"arf",5,0.757685352622061,0.521352349681921,1.21307933285093e-35,"KNN"
"arf",5,0.78119349005425,0.511153293658937,1.62721753992764e-42,"KNN"
"arf",5,0.824593128390597,0.611194336137903,2.69937401581659e-57,"RF"
"arf",5,0.83001808318264,0.577642109583419,2.36958309489507e-59,"RF"
"arf",5,0.824593128390597,0.602975579725015,2.69937401581659e-57,"RF"
"arf",5,0.824593128390597,0.60429919967166,2.69937401581659e-57,"RF"
"arf",5,0.83001808318264,0.63581982351734,2.36958309489507e-59,"RF"
"arf",5,0.801084990958409,0.515657705725426,6.1935368641218e-49,"NN"
"arf",5,0.801084990958409,0.526482659552637,6.1935368641218e-49,"NN"
"arf",5,0.801084990958409,0.507531294890211,6.1935368641218e-49,"NN"
"arf",5,0.795660036166365,0.518469115534578,3.98166360436011e-47,"NN"
"arf",5,0.801084990958409,0.523537861686846,6.1935368641218e-49,"NN"
"arf",10,0.79746835443038,0.49548532731377,1.00514857289592e-47,"KNN"
"arf",10,0.79746835443038,0.485635132361995,1.00514857289592e-47,"KNN"
"arf",10,0.783001808318264,0.499599835830084,4.48120121227455e-43,"KNN"
"arf",10,0.750452079566004,0.554607018263903,1.12451709959753e-33,"KNN"
"arf",10,0.757685352622061,0.521352349681921,1.21307933285093e-35,"KNN"
"arf",10,0.78119349005425,0.511153293658937,1.62721753992764e-42,"KNN"
"arf",10,0.795660036166365,0.500277036733019,3.98166360436011e-47,"KNN"
"arf",10,0.786618444846293,0.536753539913811,3.29159451842849e-44,"KNN"
"arf",10,0.788426763110307,0.521085573568644,8.77832619975931e-45,"KNN"
"arf",10,0.79746835443038,0.520510978863123,1.00514857289592e-47,"KNN"
"arf",10,0.824593128390597,0.611194336137903,2.69937401581659e-57,"RF"
"arf",10,0.83001808318264,0.598101785347835,2.36958309489507e-59,"RF"
"arf",10,0.83001808318264,0.577642109583419,2.36958309489507e-59,"RF"
"arf",10,0.824593128390597,0.602975579725015,2.69937401581659e-57,"RF"
"arf",10,0.824593128390597,0.60429919967166,2.69937401581659e-57,"RF"
"arf",10,0.83001808318264,0.63581982351734,2.36958309489507e-59,"RF"
"arf",10,0.828209764918626,0.614765031807921,1.16336792225438e-58,"RF"
"arf",10,0.824593128390597,0.617945823927765,2.69937401581659e-57,"RF"
"arf",10,0.81374321880651,0.578062794992818,2.50466469992628e-53,"RF"
"arf",10,0.831826401446655,0.628124358711266,4.76485190549629e-60,"RF"
"arf",10,0.801084990958409,0.515657705725426,6.1935368641218e-49,"NN"
"arf",10,0.801084990958409,0.501559614200698,6.1935368641218e-49,"NN"
"arf",10,0.801084990958409,0.526482659552637,6.1935368641218e-49,"NN"
"arf",10,0.801084990958409,0.507531294890211,6.1935368641218e-49,"NN"
"arf",10,0.795660036166365,0.518469115534578,3.98166360436011e-47,"NN"
"arf",10,0.801084990958409,0.523537861686846,6.1935368641218e-49,"NN"
"arf",10,0.801084990958409,0.545885491483686,6.1935368641218e-49,"NN"
"arf",10,0.801084990958409,0.514200697722142,6.1935368641218e-49,"NN"
"arf",10,0.801084990958409,0.526554483890827,6.1935368641218e-49,"NN"
"arf",10,0.801084990958409,0.545392981736097,6.1935368641218e-49,"NN"
"arf",50,0.79746835443038,0.49548532731377,1.00514857289592e-47,"KNN"
"arf",50,0.79746835443038,0.485635132361995,1.00514857289592e-47,"KNN"
"arf",50,0.802893309222423,0.503550174430536,1.51152186105246e-49,"KNN"
"arf",50,0.788426763110307,0.540201108146932,8.77832619975931e-45,"KNN"
"arf",50,0.795660036166365,0.556453929817361,3.98166360436011e-47,"KNN"
"arf",50,0.784810126582278,0.497629796839729,1.22102401771172e-43,"KNN"
"arf",50,0.793851717902351,0.53431151241535,1.55979744793666e-46,"KNN"
"arf",50,0.792043399638336,0.506392366098912,6.0432858558338e-46,"KNN"
"arf",50,0.793851717902351,0.504145290375539,1.55979744793666e-46,"KNN"
"arf",50,0.786618444846293,0.535132361994664,3.29159451842849e-44,"KNN"
"arf",50,0.766726943942134,0.525764416170737,3.37934609046479e-38,"KNN"
"arf",50,0.783001808318264,0.499599835830084,4.48120121227455e-43,"KNN"
"arf",50,0.79746835443038,0.515729530063616,1.00514857289592e-47,"KNN"
"arf",50,0.750452079566004,0.551169710650523,1.12451709959753e-33,"KNN"
"arf",50,0.754068716094033,0.567945823927765,1.19090352703885e-34,"KNN"
"arf",50,0.793851717902351,0.544418222860661,1.55979744793666e-46,"KNN"
"arf",50,0.783001808318264,0.513872357890417,4.48120121227455e-43,"KNN"
"arf",50,0.784810126582278,0.529478760517135,1.22102401771172e-43,"KNN"
"arf",50,0.772151898734177,0.544920993227991,8.77768709377357e-40,"KNN"
"arf",50,0.792043399638336,0.49276626308229,6.0432858558338e-46,"KNN"
"arf",50,0.772151898734177,0.526380053355223,8.77768709377357e-40,"KNN"
"arf",50,0.790235081374322,0.50035912169095,2.3158515517285e-45,"KNN"
"arf",50,0.750452079566004,0.554607018263903,1.12451709959753e-33,"KNN"
"arf",50,0.763110307414105,0.573301867432793,3.6630366590815e-37,"KNN"
"arf",50,0.773960216998192,0.545239072439975,2.54690821438032e-40,"KNN"
"arf",50,0.799276672694394,0.527642109583419,2.50918519674206e-48,"KNN"
"arf",50,0.801084990958409,0.514303303919557,6.1935368641218e-49,"KNN"
"arf",50,0.752260397830018,0.528452698542992,3.6772476484184e-34,"KNN"
"arf",50,0.792043399638336,0.505612558998563,6.0432858558338e-46,"KNN"
"arf",50,0.779385171790235,0.468992407141391,5.84663226965659e-42,"KNN"
"arf",50,0.788426763110307,0.50458649702442,8.77832619975931e-45,"KNN"
"arf",50,0.768535262206148,0.539503386004515,1.01103174011073e-38,"KNN"
"arf",50,0.788426763110307,0.498471167658527,8.77832619975931e-45,"KNN"
"arf",50,0.757685352622061,0.521352349681921,1.21307933285093e-35,"KNN"
"arf",50,0.793851717902351,0.510209316642725,1.55979744793666e-46,"KNN"
"arf",50,0.795660036166365,0.518345988097681,3.98166360436011e-47,"KNN"
"arf",50,0.79746835443038,0.51540119023189,1.00514857289592e-47,"KNN"
"arf",50,0.79746835443038,0.532433819002668,1.00514857289592e-47,"KNN"
"arf",50,0.732368896925859,0.539647034680895,4.77163681202062e-29,"KNN"
"arf",50,0.773960216998192,0.534085778781038,2.54690821438032e-40,"KNN"
"arf",50,0.763110307414105,0.502298378822081,3.6630366590815e-37,"KNN"
"arf",50,0.795660036166365,0.473619946644777,3.98166360436011e-47,"KNN"
"arf",50,0.799276672694394,0.54505438128463,2.50918519674206e-48,"KNN"
"arf",50,0.795660036166365,0.502134208906218,3.98166360436011e-47,"KNN"
"arf",50,0.78119349005425,0.511153293658937,1.62721753992764e-42,"KNN"
"arf",50,0.773960216998192,0.549558793351118,2.54690821438032e-40,"KNN"
"arf",50,0.795660036166365,0.500277036733019,3.98166360436011e-47,"KNN"
"arf",50,0.786618444846293,0.536753539913811,3.29159451842849e-44,"KNN"
"arf",50,0.788426763110307,0.521085573568644,8.77832619975931e-45,"KNN"
"arf",50,0.79746835443038,0.520510978863123,1.00514857289592e-47,"KNN"
"arf",50,0.824593128390597,0.611194336137903,2.69937401581659e-57,"RF"
"arf",50,0.83001808318264,0.598101785347835,2.36958309489507e-59,"RF"
"arf",50,0.820976491862568,0.597845269854299,5.95734734394429e-56,"RF"
"arf",50,0.826401446654611,0.651169710650523,5.63938910392889e-58,"RF"
"arf",50,0.831826401446655,0.639944592653396,4.76485190549629e-60,"RF"
"arf",50,0.83001808318264,0.611019905602298,2.36958309489507e-59,"RF"
"arf",50,0.835443037974684,0.614477734455161,1.85301040743129e-61,"RF"
"arf",50,0.833634719710669,0.636199466447773,9.45804072435067e-61,"RF"
"arf",50,0.826401446654611,0.608352144469526,5.63938910392889e-58,"RF"
"arf",50,0.822784810126582,0.630073876462138,1.27601352856993e-56,"RF"
"arf",50,0.824593128390597,0.616386209727067,2.69937401581659e-57,"RF"
"arf",50,0.83001808318264,0.577642109583419,2.36958309489507e-59,"RF"
"arf",50,0.826401446654611,0.626174840960394,5.63938910392889e-58,"RF"
"arf",50,0.822784810126582,0.606925918325467,1.27601352856993e-56,"RF"
"arf",50,0.835443037974684,0.630032833983173,1.85301040743129e-61,"RF"
"arf",50,0.83001808318264,0.587492304535194,2.36958309489507e-59,"RF"
"arf",50,0.826401446654611,0.614385388877488,5.63938910392889e-58,"RF"
"arf",50,0.819168173598553,0.600666940283193,2.74725684146031e-55,"RF"
"arf",50,0.817359855334539,0.624615226759696,1.25151672075395e-54,"RF"
"arf",50,0.828209764918626,0.582177303509132,1.16336792225438e-58,"RF"
"arf",50,0.817359855334539,0.629694233531705,1.25151672075395e-54,"RF"
"arf",50,0.820976491862568,0.606433408577878,5.95734734394429e-56,"RF"
"arf",50,0.824593128390597,0.602975579725015,2.69937401581659e-57,"RF"
"arf",50,0.831826401446655,0.612056228196183,4.76485190549629e-60,"RF"
"arf",50,0.824593128390597,0.602226554483891,2.69937401581659e-57,"RF"
"arf",50,0.824593128390597,0.62421506258978,2.69937401581659e-57,"RF"
"arf",50,0.826401446654611,0.624184280730556,5.63938910392889e-58,"RF"
"arf",50,0.822784810126582,0.597506669402832,1.27601352856993e-56,"RF"
"arf",50,0.826401446654611,0.619618304945619,5.63938910392889e-58,"RF"
"arf",50,0.831826401446655,0.582823722552842,4.76485190549629e-60,"RF"
"arf",50,0.828209764918626,0.604648060742869,1.16336792225438e-58,"RF"
"arf",50,0.831826401446655,0.622932485122101,4.76485190549629e-60,"RF"
"arf",50,0.839059674502712,0.596388261851016,6.83600834703968e-63,"RF"
"arf",50,0.824593128390597,0.60429919967166,2.69937401581659e-57,"RF"
"arf",50,0.822784810126582,0.602431766878719,1.27601352856993e-56,"RF"
"arf",50,0.819168173598553,0.595926533962651,2.74725684146031e-55,"RF"
"arf",50,0.826401446654611,0.555048224912785,5.63938910392889e-58,"RF"
"arf",50,0.826401446654611,0.635768520418633,5.63938910392889e-58,"RF"
"arf",50,0.83001808318264,0.641104042684178,2.36958309489507e-59,"RF"
"arf",50,0.822784810126582,0.598840549969218,1.27601352856993e-56,"RF"
"arf",50,0.828209764918626,0.59262261440591,1.16336792225438e-58,"RF"
"arf",50,0.83001808318264,0.585306792530269,2.36958309489507e-59,"RF"
"arf",50,0.83001808318264,0.605140570490458,2.36958309489507e-59,"RF"
"arf",50,0.826401446654611,0.603837471783296,5.63938910392889e-58,"RF"
"arf",50,0.83001808318264,0.63581982351734,2.36958309489507e-59,"RF"
"arf",50,0.835443037974684,0.63947260414529,1.85301040743129e-61,"RF"
"arf",50,0.828209764918626,0.614765031807921,1.16336792225438e-58,"RF"
"arf",50,0.824593128390597,0.617945823927765,2.69937401581659e-57,"RF"
"arf",50,0.81374321880651,0.578062794992818,2.50466469992628e-53,"RF"
"arf",50,0.831826401446655,0.628124358711266,4.76485190549629e-60,"RF"
"arf",50,0.801084990958409,0.515657705725426,6.1935368641218e-49,"NN"
"arf",50,0.801084990958409,0.501559614200698,6.1935368641218e-49,"NN"
"arf",50,0.801084990958409,0.490293453724605,6.1935368641218e-49,"NN"
"arf",50,0.801084990958409,0.513236199466448,6.1935368641218e-49,"NN"
"arf",50,0.801084990958409,0.511697106505233,6.1935368641218e-49,"NN"
"arf",50,0.801084990958409,0.490313974964088,6.1935368641218e-49,"NN"
"arf",50,0.801084990958409,0.505745947055202,6.1935368641218e-49,"NN"
"arf",50,0.801084990958409,0.520090293453725,6.1935368641218e-49,"NN"
"arf",50,0.801084990958409,0.525877282987892,6.1935368641218e-49,"NN"
"arf",50,0.801084990958409,0.510199056022984,6.1935368641218e-49,"NN"
"arf",50,0.801084990958409,0.472727272727273,6.1935368641218e-49,"NN"
"arf",50,0.801084990958409,0.526482659552637,6.1935368641218e-49,"NN"
"arf",50,0.801084990958409,0.512189616252822,6.1935368641218e-49,"NN"
