"Method","M","DCR_Synth_Train","DCR_Holdout_Train"
"privbayes",50,0.0590010875585632,0.00342076330611709
"privbayes",50,0.0609143602178972,0.00342076330611709
"privbayes",50,0.0590433338241528,0.00342076330611709
"privbayes",50,0.059563237510218,0.00342076330611709
"privbayes",50,0.0568335766155456,0.00342076330611709
"privbayes",50,0.0570389421474757,0.00342076330611709
"privbayes",50,0.058807865402198,0.00342076330611709
"privbayes",50,0.0576109880097637,0.00342076330611709
"privbayes",50,0.0585661457668075,0.00342076330611709
"privbayes",50,0.0578780264507683,0.00342076330611709
"privbayes",50,0.0581276183430456,0.00342076330611709
"privbayes",50,0.0572806250396393,0.00342076330611709
"privbayes",50,0.0595136529480771,0.00342076330611709
"privbayes",50,0.0590379115431866,0.00342076330611709
"privbayes",50,0.0589037199635177,0.00342076330611709
"privbayes",50,0.0579668597391735,0.00342076330611709
"privbayes",50,0.0590870630390932,0.00342076330611709
"privbayes",50,0.0587465984585263,0.00342076330611709
"privbayes",50,0.0585360426201912,0.00342076330611709
"privbayes",50,0.0610737735506744,0.00342076330611709
"privbayes",50,0.0595068152949919,0.00342076330611709
"privbayes",50,0.0595713762576064,0.00342076330611709
"privbayes",50,0.0577428369456493,0.00342076330611709
"privbayes",50,0.0609658777460135,0.00342076330611709
"privbayes",50,0.0590451119199385,0.00342076330611709
"privbayes",50,0.0596217154016027,0.00342076330611709
"privbayes",50,0.0569989095290419,0.00342076330611709
"ctgan",5,0.0209370724690224,0.00342076330611709
"ctgan",5,0.0217563509934234,0.00342076330611709
"ctgan",5,0.0218460380782591,0.00342076330611709
"ctgan",5,0.0213037741543389,0.00342076330611709
"ctgan",5,0.0210485495786937,0.00342076330611709
"ctgan",10,0.0209370724690224,0.00342076330611709
"ctgan",10,0.021219904124826,0.00342076330611709
"ctgan",10,0.0217563509934234,0.00342076330611709
"ctgan",10,0.0218460380782591,0.00342076330611709
"ctgan",10,0.0213037741543389,0.00342076330611709
"ctgan",10,0.0210485495786937,0.00342076330611709
"ctgan",10,0.0214035843215428,0.00342076330611709
"ctgan",10,0.021585629811439,0.00342076330611709
"ctgan",10,0.0211696672869712,0.00342076330611709
"ctgan",10,0.0224812813288314,0.00342076330611709
"ctgan",50,0.0209370724690224,0.00342076330611709
"ctgan",50,0.021219904124826,0.00342076330611709
"ctgan",50,0.0221687846298598,0.00342076330611709
"ctgan",50,0.0209760491992163,0.00342076330611709
"ctgan",50,0.0213838683976262,0.00342076330611709
"ctgan",50,0.0210849211928403,0.00342076330611709
"ctgan",50,0.0212302646747778,0.00342076330611709
"ctgan",50,0.021191831629755,0.00342076330611709
"ctgan",50,0.0211382197616653,0.00342076330611709
"ctgan",50,0.0212607819009951,0.00342076330611709
"ctgan",50,0.0210970418924094,0.00342076330611709
"ctgan",50,0.0217563509934234,0.00342076330611709
"ctgan",50,0.0210260645029044,0.00342076330611709
"ctgan",50,0.0207919248896306,0.00342076330611709
"ctgan",50,0.0216995653958823,0.00342076330611709
"ctgan",50,0.0210291275016349,0.00342076330611709
"ctgan",50,0.0208157634776647,0.00342076330611709
"ctgan",50,0.0207306757991134,0.00342076330611709
"ctgan",50,0.0212880541620152,0.00342076330611709
"ctgan",50,0.020979174284234,0.00342076330611709
"ctgan",50,0.0223344825010365,0.00342076330611709
"ctgan",50,0.0211100337364078,0.00342076330611709
"ctgan",50,0.0218460380782591,0.00342076330611709
"ctgan",50,0.020941573853176,0.00342076330611709
"ctgan",50,0.0207948009249093,0.00342076330611709
"ctgan",50,0.0217727207418185,0.00342076330611709
"ctgan",50,0.0210717127178002,0.00342076330611709
"ctgan",50,0.0216419613060391,0.00342076330611709
"ctgan",50,0.0212365761146759,0.00342076330611709
"ctgan",50,0.02195009128808,0.00342076330611709
"ctgan",50,0.0209523219074653,0.00342076330611709
"ctgan",50,0.0204132273466214,0.00342076330611709
"ctgan",50,0.0203094954647437,0.00342076330611709
"ctgan",50,0.0213037741543389,0.00342076330611709
"ctgan",50,0.0218563946416478,0.00342076330611709
"ctgan",50,0.021225297816469,0.00342076330611709
"ctgan",50,0.0217735243050044,0.00342076330611709
"ctgan",50,0.0201779922744241,0.00342076330611709
"ctgan",50,0.0209693719278091,0.00342076330611709
"ctgan",50,0.0212882005773669,0.00342076330611709
"ctgan",50,0.0210434190547606,0.00342076330611709
"ctgan",50,0.021033972957459,0.00342076330611709
"ctgan",50,0.021034986330248,0.00342076330611709
"ctgan",50,0.0212289107534243,0.00342076330611709
"ctgan",50,0.0210485495786937,0.00342076330611709
"ctgan",50,0.0213690083490487,0.00342076330611709
"ctgan",50,0.0214035843215428,0.00342076330611709
"ctgan",50,0.021585629811439,0.00342076330611709
"ctgan",50,0.0211696672869712,0.00342076330611709
"ctgan",50,0.0224812813288314,0.00342076330611709
"tvae",5,0.0268805071719503,0.00342076330611709
"tvae",5,0.0273268519436023,0.00342076330611709
"tvae",5,0.0275258716203205,0.00342076330611709
"tvae",5,0.0273634759490085,0.00342076330611709
"tvae",5,0.0274168122419558,0.00342076330611709
"tvae",10,0.0268805071719503,0.00342076330611709
"tvae",10,0.0278538913512806,0.00342076330611709
"tvae",10,0.0273268519436023,0.00342076330611709
"tvae",10,0.0275258716203205,0.00342076330611709
"tvae",10,0.0273634759490085,0.00342076330611709
"tvae",10,0.0274168122419558,0.00342076330611709
"tvae",10,0.0274802276302077,0.00342076330611709
"tvae",10,0.0279500385183181,0.00342076330611709
"tvae",10,0.0276294631932885,0.00342076330611709
"tvae",10,0.0280190685367194,0.00342076330611709
"tvae",50,0.0268805071719503,0.00342076330611709
"tvae",50,0.0278538913512806,0.00342076330611709
"tvae",50,0.0278820006352478,0.00342076330611709
"tvae",50,0.0273614415732844,0.00342076330611709
"tvae",50,0.0273449350207284,0.00342076330611709
"tvae",50,0.0270634728021777,0.00342076330611709
"tvae",50,0.0278739247333651,0.00342076330611709
"tvae",50,0.0284517931858962,0.00342076330611709
"tvae",50,0.0274626227716338,0.00342076330611709
"tvae",50,0.0268822663522372,0.00342076330611709
"tvae",50,0.0270861406428504,0.00342076330611709
"tvae",50,0.0273268519436023,0.00342076330611709
"tvae",50,0.0273715365063631,0.00342076330611709
"tvae",50,0.0264353503108355,0.00342076330611709
"tvae",50,0.0277440679507978,0.00342076330611709
"tvae",50,0.0277334849084183,0.00342076330611709
"tvae",50,0.0272129424659268,0.00342076330611709
"tvae",50,0.0276371350900369,0.00342076330611709
"tvae",50,0.0274338817553326,0.00342076330611709
"tvae",50,0.0284009982677885,0.00342076330611709
"tvae",50,0.0283114855756541,0.00342076330611709
"tvae",50,0.0276321619782506,0.00342076330611709
"tvae",50,0.0275258716203205,0.00342076330611709
"tvae",50,0.02716917535766,0.00342076330611709
"tvae",50,0.0269722987386143,0.00342076330611709
"tvae",50,0.0271064044614462,0.00342076330611709
"tvae",50,0.0278854314065713,0.00342076330611709
"tvae",50,0.0282054996609752,0.00342076330611709
"tvae",50,0.0278642801673361,0.00342076330611709
"tvae",50,0.0281815629098895,0.00342076330611709
"tvae",50,0.0279274093750872,0.00342076330611709
"tvae",50,0.0279040234875273,0.00342076330611709
"tvae",50,0.0272638434153712,0.00342076330611709
"tvae",50,0.0273634759490085,0.00342076330611709
"tvae",50,0.0283929683365945,0.00342076330611709
"tvae",50,0.0271979604651183,0.00342076330611709
"tvae",50,0.0277593541486394,0.00342076330611709
"tvae",50,0.0282521888722635,0.00342076330611709
"tvae",50,0.0272458401991422,0.00342076330611709
"tvae",50,0.0273131795671542,0.00342076330611709
"tvae",50,0.0273072150820427,0.00342076330611709
"tvae",50,0.0272906935830311,0.00342076330611709
"tvae",50,0.0283295699641345,0.00342076330611709
"tvae",50,0.0280912835610104,0.00342076330611709
"tvae",50,0.0274168122419558,0.00342076330611709
"tvae",50,0.0281127562196191,0.00342076330611709
"tvae",50,0.0274802276302077,0.00342076330611709
"tvae",50,0.0279500385183181,0.00342076330611709
"tvae",50,0.0276294631932885,0.00342076330611709
"tvae",50,0.0280190685367194,0.00342076330611709
"tabsyn",5,0.0273266243773124,0.00342076330611709
"tabsyn",5,0.0273848944900503,0.00342076330611709
"tabsyn",5,0.0286689116950343,0.00342076330611709
"tabsyn",5,0.0288285766664574,0.00342076330611709
"tabsyn",5,0.0268946767440364,0.00342076330611709
"tabsyn",10,0.0273266243773124,0.00342076330611709
"tabsyn",10,0.0266114919116771,0.00342076330611709
"tabsyn",10,0.0273848944900503,0.00342076330611709
"tabsyn",10,0.0286689116950343,0.00342076330611709
"tabsyn",10,0.0288285766664574,0.00342076330611709
"tabsyn",10,0.0268946767440364,0.00342076330611709
"tabsyn",10,0.0268854382111317,0.00342076330611709
"tabsyn",10,0.0288317270863887,0.00342076330611709
"tabsyn",10,0.0299539587363426,0.00342076330611709
"tabsyn",10,0.0229795768958589,0.00342076330611709
"tabsyn",50,0.0273266243773124,0.00342076330611709
"tabsyn",50,0.0266114919116771,0.00342076330611709
"tabsyn",50,0.0294807594727273,0.00342076330611709
"tabsyn",50,0.0298868016399115,0.00342076330611709
"tabsyn",50,0.0250374206504066,0.00342076330611709
"tabsyn",50,0.0283235728844055,0.00342076330611709
"tabsyn",50,0.0300844467278395,0.00342076330611709
"tabsyn",50,0.024436475651277,0.00342076330611709
"tabsyn",50,0.0229233727238735,0.00342076330611709
"tabsyn",50,0.0253828195862789,0.00342076330611709
"tabsyn",50,0.0282901688200788,0.00342076330611709
"tabsyn",50,0.0273848944900503,0.00342076330611709
"tabsyn",50,0.0253903005145035,0.00342076330611709
"tabsyn",50,0.0295322541286788,0.00342076330611709
"tabsyn",50,0.0283044619718429,0.00342076330611709
"tabsyn",50,0.026981710645942,0.00342076330611709
"tabsyn",50,0.0257933427667582,0.00342076330611709
"tabsyn",50,0.0225323735384355,0.00342076330611709
"tabsyn",50,0.0286633870783668,0.00342076330611709
"tabsyn",50,0.0283804902973216,0.00342076330611709
"tabsyn",50,0.0269424764608652,0.00342076330611709
"tabsyn",50,0.0296629673501832,0.00342076330611709
"tabsyn",50,0.0286689116950343,0.00342076330611709
"tabsyn",50,0.0310098251206657,0.00342076330611709
"tabsyn",50,0.0260885059623962,0.00342076330611709
"tabsyn",50,0.0285019446068521,0.00342076330611709
"tabsyn",50,0.0288491322970873,0.00342076330611709
"tabsyn",50,0.0300647418116185,0.00342076330611709
"tabsyn",50,0.0279633960250636,0.00342076330611709
"tabsyn",50,0.025960601134047,0.00342076330611709
"tabsyn",50,0.0255837287477391,0.00342076330611709
"tabsyn",50,0.0293666519132908,0.00342076330611709
"tabsyn",50,0.0280734871883781,0.00342076330611709
"tabsyn",50,0.0288285766664574,0.00342076330611709
"tabsyn",50,0.0248986376351636,0.00342076330611709
"tabsyn",50,0.0285088343438434,0.00342076330611709
"tabsyn",50,0.0260914609569963,0.00342076330611709
"tabsyn",50,0.0267644933204913,0.00342076330611709
"tabsyn",50,0.0283402711249992,0.00342076330611709
"tabsyn",50,0.0287919552121311,0.00342076330611709
"tabsyn",50,0.0271442971555539,0.00342076330611709
"tabsyn",50,0.0284190248920827,0.00342076330611709
"tabsyn",50,0.0267431930914052,0.00342076330611709
"tabsyn",50,0.0251836185748155,0.00342076330611709
"tabsyn",50,0.0268946767440364,0.00342076330611709
"tabsyn",50,0.0272914818974283,0.00342076330611709
"tabsyn",50,0.0268854382111317,0.00342076330611709
"tabsyn",50,0.0288317270863887,0.00342076330611709
"tabsyn",50,0.0299539587363426,0.00342076330611709
"tabsyn",50,0.0229795768958589,0.00342076330611709
