"Method","M","Mean_NNDR_Synth","Mean_NNDR_Holdout"
"arf",50,0.908634976179984,0.15294001473973
"arf",50,0.91051636774946,0.15294001473973
"arf",50,0.907160400717823,0.15294001473973
"arf",50,0.912806145141452,0.15294001473973
"arf",50,0.910964782626996,0.15294001473973
"arf",50,0.911472069427322,0.15294001473973
"arf",50,0.912365787692136,0.15294001473973
"arf",50,0.914874127325723,0.15294001473973
"arf",50,0.905954924516055,0.15294001473973
"arf",50,0.917342147073415,0.15294001473973
"arf",50,0.91100259605718,0.15294001473973
"arf",50,0.907062276474706,0.15294001473973
"arf",50,0.919076943121754,0.15294001473973
"arf",50,0.910304667684145,0.15294001473973
"arf",50,0.907364839116208,0.15294001473973
"arf",50,0.90864665759711,0.15294001473973
"arf",50,0.920817665343758,0.15294001473973
"arf",50,0.917717441525973,0.15294001473973
"arf",50,0.912694183712918,0.15294001473973
"arf",50,0.911205347631728,0.15294001473973
"arf",50,0.904955925425109,0.15294001473973
"arf",50,0.908147344975977,0.15294001473973
"privbayes",5,0.931774689264583,0.15294001473973
"privbayes",5,0.932508608655771,0.15294001473973
"privbayes",5,0.928943085482435,0.15294001473973
"privbayes",5,0.935643937544853,0.15294001473973
"privbayes",5,0.933932219676333,0.15294001473973
"privbayes",10,0.931774689264583,0.15294001473973
"privbayes",10,0.933976380191473,0.15294001473973
"privbayes",10,0.932508608655771,0.15294001473973
"privbayes",10,0.928943085482435,0.15294001473973
"privbayes",10,0.935643937544853,0.15294001473973
"privbayes",10,0.933932219676333,0.15294001473973
"privbayes",10,0.926644859786633,0.15294001473973
"privbayes",10,0.935962122585829,0.15294001473973
"privbayes",10,0.928751292738056,0.15294001473973
"privbayes",10,0.936966472372506,0.15294001473973
"privbayes",50,0.931774689264583,0.15294001473973
"privbayes",50,0.933976380191473,0.15294001473973
"privbayes",50,0.933984628802376,0.15294001473973
"privbayes",50,0.932301746965375,0.15294001473973
"privbayes",50,0.934746384638608,0.15294001473973
"privbayes",50,0.937825989955391,0.15294001473973
"privbayes",50,0.936790895373127,0.15294001473973
"privbayes",50,0.935177975207213,0.15294001473973
"privbayes",50,0.933980865540464,0.15294001473973
"privbayes",50,0.93567640835288,0.15294001473973
"privbayes",50,0.936861810762944,0.15294001473973
"privbayes",50,0.932508608655771,0.15294001473973
"privbayes",50,0.930744991255123,0.15294001473973
"privbayes",50,0.929563603319492,0.15294001473973
"privbayes",50,0.933544934316699,0.15294001473973
"privbayes",50,0.92442946142543,0.15294001473973
"privbayes",50,0.934046988846695,0.15294001473973
"privbayes",50,0.934355433005007,0.15294001473973
"privbayes",50,0.933796344452243,0.15294001473973
"privbayes",50,0.92861635672617,0.15294001473973
"privbayes",50,0.927156711265442,0.15294001473973
"privbayes",50,0.930401436353266,0.15294001473973
"privbayes",50,0.928943085482435,0.15294001473973
"privbayes",50,0.93641034463565,0.15294001473973
"privbayes",50,0.934829072657798,0.15294001473973
"privbayes",50,0.929836909685966,0.15294001473973
"privbayes",50,0.940737992460379,0.15294001473973
"privbayes",50,0.935069159194644,0.15294001473973
"privbayes",50,0.937230183499282,0.15294001473973
"privbayes",50,0.932497230343968,0.15294001473973
"privbayes",50,0.938807548822844,0.15294001473973
"privbayes",50,0.931563424588257,0.15294001473973
"privbayes",50,0.933276584256051,0.15294001473973
"privbayes",50,0.935643937544853,0.15294001473973
"privbayes",50,0.937460275702966,0.15294001473973
"privbayes",50,0.933741613487801,0.15294001473973
"privbayes",50,0.932561892890366,0.15294001473973
"privbayes",50,0.935922956564149,0.15294001473973
"privbayes",50,0.935794443299557,0.15294001473973
"privbayes",50,0.926223334352195,0.15294001473973
"privbayes",50,0.931205398236863,0.15294001473973
"privbayes",50,0.92944986535199,0.15294001473973
"privbayes",50,0.935627460581159,0.15294001473973
"privbayes",50,0.931332954319659,0.15294001473973
"privbayes",50,0.933932219676333,0.15294001473973
"privbayes",50,0.932650713851354,0.15294001473973
"privbayes",50,0.926644859786633,0.15294001473973
"privbayes",50,0.935962122585829,0.15294001473973
"privbayes",50,0.928751292738056,0.15294001473973
"privbayes",50,0.936966472372506,0.15294001473973
"ctgan",5,0.924278335805939,0.15294001473973
"ctgan",5,0.927329198514669,0.15294001473973
"ctgan",5,0.930372043321752,0.15294001473973
"ctgan",5,0.926753976004292,0.15294001473973
"ctgan",5,0.926853669867451,0.15294001473973
"ctgan",10,0.924278335805939,0.15294001473973
"ctgan",10,0.928282165362264,0.15294001473973
"ctgan",10,0.927329198514669,0.15294001473973
"ctgan",10,0.930372043321752,0.15294001473973
"ctgan",10,0.926753976004292,0.15294001473973
"ctgan",10,0.926853669867451,0.15294001473973
"ctgan",10,0.924444108123886,0.15294001473973
"ctgan",10,0.930400240018904,0.15294001473973
"ctgan",10,0.923642864756733,0.15294001473973
"ctgan",10,0.932175282632322,0.15294001473973
"ctgan",50,0.924278335805939,0.15294001473973
"ctgan",50,0.928282165362264,0.15294001473973
"ctgan",50,0.928513428088903,0.15294001473973
"ctgan",50,0.931628342240519,0.15294001473973
"ctgan",50,0.92592029336214,0.15294001473973
"ctgan",50,0.932435014690273,0.15294001473973
"ctgan",50,0.929769139524957,0.15294001473973
"ctgan",50,0.924708304083724,0.15294001473973
"ctgan",50,0.92840957225231,0.15294001473973
"ctgan",50,0.922515687817107,0.15294001473973
"ctgan",50,0.931344043837331,0.15294001473973
"ctgan",50,0.927329198514669,0.15294001473973
"ctgan",50,0.927269524357772,0.15294001473973
"ctgan",50,0.929506577134952,0.15294001473973
"ctgan",50,0.923267951146667,0.15294001473973
"ctgan",50,0.931018792006809,0.15294001473973
"ctgan",50,0.927786968313231,0.15294001473973
"ctgan",50,0.926973716695706,0.15294001473973
"ctgan",50,0.925976693466566,0.15294001473973
"ctgan",50,0.924788256417132,0.15294001473973
"ctgan",50,0.91974114193493,0.15294001473973
"ctgan",50,0.926715189888456,0.15294001473973
"ctgan",50,0.930372043321752,0.15294001473973
"ctgan",50,0.925336040648347,0.15294001473973
"ctgan",50,0.923194279169422,0.15294001473973
"ctgan",50,0.928626110971814,0.15294001473973
"ctgan",50,0.930817504354779,0.15294001473973
"ctgan",50,0.927339418792329,0.15294001473973
"ctgan",50,0.928076267270933,0.15294001473973
"ctgan",50,0.928453262206649,0.15294001473973
"ctgan",50,0.929466803261174,0.15294001473973
"ctgan",50,0.931872405989916,0.15294001473973
"ctgan",50,0.930894633820518,0.15294001473973
"ctgan",50,0.926753976004292,0.15294001473973
"ctgan",50,0.935387018047751,0.15294001473973
"ctgan",50,0.934914529658937,0.15294001473973
"ctgan",50,0.92895479941453,0.15294001473973
"ctgan",50,0.927133368945145,0.15294001473973
"ctgan",50,0.928918004740074,0.15294001473973
"ctgan",50,0.925518293797028,0.15294001473973
"ctgan",50,0.93204255455075,0.15294001473973
"ctgan",50,0.93007229757964,0.15294001473973
"ctgan",50,0.925759844956049,0.15294001473973
"ctgan",50,0.925433007399702,0.15294001473973
"ctgan",50,0.926853669867451,0.15294001473973
"ctgan",50,0.934893530642395,0.15294001473973
"ctgan",50,0.924444108123886,0.15294001473973
"ctgan",50,0.930400240018904,0.15294001473973
"ctgan",50,0.923642864756733,0.15294001473973
"ctgan",50,0.932175282632322,0.15294001473973
"tvae",5,0.920524032589218,0.15294001473973
"tvae",5,0.919940321986991,0.15294001473973
"tvae",5,0.926308618317791,0.15294001473973
"tvae",5,0.915764333536491,0.15294001473973
"tvae",5,0.918563433740425,0.15294001473973
"tvae",10,0.920524032589218,0.15294001473973
"tvae",10,0.918540389436742,0.15294001473973
"tvae",10,0.919940321986991,0.15294001473973
"tvae",10,0.926308618317791,0.15294001473973
"tvae",10,0.915764333536491,0.15294001473973
"tvae",10,0.918563433740425,0.15294001473973
"tvae",10,0.919659056822004,0.15294001473973
"tvae",10,0.923115023717941,0.15294001473973
"tvae",10,0.919361432735773,0.15294001473973
"tvae",10,0.915063169759264,0.15294001473973
"tvae",50,0.920524032589218,0.15294001473973
"tvae",50,0.918540389436742,0.15294001473973
"tvae",50,0.920895597591946,0.15294001473973
"tvae",50,0.920771082690804,0.15294001473973
"tvae",50,0.924004126031065,0.15294001473973
"tvae",50,0.924510980065698,0.15294001473973
"tvae",50,0.920195355696614,0.15294001473973
"tvae",50,0.920817478558955,0.15294001473973
"tvae",50,0.919849125278257,0.15294001473973
"tvae",50,0.920362123772177,0.15294001473973
"tvae",50,0.919605641090017,0.15294001473973
"tvae",50,0.919940321986991,0.15294001473973
"tvae",50,0.918454377544306,0.15294001473973
"tvae",50,0.917855378367209,0.15294001473973
"tvae",50,0.920476733946584,0.15294001473973
"tvae",50,0.919128593421601,0.15294001473973
"tvae",50,0.921858528152758,0.15294001473973
"tvae",50,0.924056010625896,0.15294001473973
"tvae",50,0.920530419325614,0.15294001473973
"tvae",50,0.915470067578956,0.15294001473973
"tvae",50,0.918427412404799,0.15294001473973
"tvae",50,0.916888286312423,0.15294001473973
"tvae",50,0.926308618317791,0.15294001473973
"tvae",50,0.924716252919011,0.15294001473973
"tvae",50,0.918802192899752,0.15294001473973
"tvae",50,0.92130292562961,0.15294001473973
"tvae",50,0.916385429670488,0.15294001473973
"tvae",50,0.919965201517409,0.15294001473973
"tvae",50,0.921342603084687,0.15294001473973
"tvae",50,0.917536738256977,0.15294001473973
"tvae",50,0.920926739516122,0.15294001473973
"tvae",50,0.920166054066512,0.15294001473973
"tvae",50,0.918152751952272,0.15294001473973
"tvae",50,0.915764333536491,0.15294001473973
"tvae",50,0.916096980026243,0.15294001473973
"tvae",50,0.922682829223922,0.15294001473973
"tvae",50,0.918631857014184,0.15294001473973
"tvae",50,0.924407391322549,0.15294001473973
"tvae",50,0.918000259619005,0.15294001473973
"tvae",50,0.910580550370566,0.15294001473973
"tvae",50,0.926304398924323,0.15294001473973
"tvae",50,0.921006965244879,0.15294001473973
"tvae",50,0.923662160341581,0.15294001473973
"tvae",50,0.921528632108712,0.15294001473973
"tvae",50,0.918563433740425,0.15294001473973
"tvae",50,0.91915054373451,0.15294001473973
"tvae",50,0.919659056822004,0.15294001473973
"tvae",50,0.923115023717941,0.15294001473973
"tvae",50,0.919361432735773,0.15294001473973
"tvae",50,0.915063169759264,0.15294001473973
"tabsyn",5,0.912759859431662,0.15294001473973
"tabsyn",5,0.903284531912641,0.15294001473973
"tabsyn",5,0.904714309960948,0.15294001473973
"tabsyn",5,0.906991035777455,0.15294001473973
"tabsyn",5,0.902060270101664,0.15294001473973
"tabsyn",10,0.912759859431662,0.15294001473973
"tabsyn",10,0.899084771115274,0.15294001473973
"tabsyn",10,0.903284531912641,0.15294001473973
"tabsyn",10,0.904714309960948,0.15294001473973
"tabsyn",10,0.906991035777455,0.15294001473973
"tabsyn",10,0.902060270101664,0.15294001473973
"tabsyn",10,0.913065500930495,0.15294001473973
"tabsyn",10,0.901334177903391,0.15294001473973
"tabsyn",10,0.91145605165099,0.15294001473973
"tabsyn",10,0.890612836439088,0.15294001473973
"tabsyn",50,0.912759859431662,0.15294001473973
"tabsyn",50,0.899084771115274,0.15294001473973
"tabsyn",50,0.905513336950166,0.15294001473973
"tabsyn",50,0.909486179566432,0.15294001473973
"tabsyn",50,0.904966923678528,0.15294001473973
"tabsyn",50,0.904662597167234,0.15294001473973
"tabsyn",50,0.906140930070992,0.15294001473973
"tabsyn",50,0.900836880257436,0.15294001473973
"tabsyn",50,0.900307727195934,0.15294001473973
"tabsyn",50,0.89986337579324,0.15294001473973
"tabsyn",50,0.90070703458767,0.15294001473973
"tabsyn",50,0.903284531912641,0.15294001473973
"tabsyn",50,0.907044390728839,0.15294001473973
"tabsyn",50,0.914218081481712,0.15294001473973
"tabsyn",50,0.896725726594802,0.15294001473973
"tabsyn",50,0.908145350038758,0.15294001473973
"tabsyn",50,0.904087626627973,0.15294001473973
"tabsyn",50,0.903200541131359,0.15294001473973
"tabsyn",50,0.91002542085408,0.15294001473973
"tabsyn",50,0.90540350391511,0.15294001473973
"tabsyn",50,0.903610920647122,0.15294001473973
"tabsyn",50,0.910796038418489,0.15294001473973
"tabsyn",50,0.904714309960948,0.15294001473973
"tabsyn",50,0.906451882476,0.15294001473973
"tabsyn",50,0.90516642548186,0.15294001473973
"tabsyn",50,0.906652768304451,0.15294001473973
"tabsyn",50,0.899688239792492,0.15294001473973
"tabsyn",50,0.907142814835275,0.15294001473973
"tabsyn",50,0.907069954496557,0.15294001473973
"tabsyn",50,0.904744619206263,0.15294001473973
"tabsyn",50,0.903275376247813,0.15294001473973
"tabsyn",50,0.898283537352387,0.15294001473973
"tabsyn",50,0.904874541450603,0.15294001473973
"tabsyn",50,0.906991035777455,0.15294001473973
"tabsyn",50,0.903737744136481,0.15294001473973
"tabsyn",50,0.915181462081559,0.15294001473973
"tabsyn",50,0.895285437524241,0.15294001473973
"tabsyn",50,0.906418770451329,0.15294001473973
"tabsyn",50,0.911988851045773,0.15294001473973
"tabsyn",50,0.902877879760894,0.15294001473973
"tabsyn",50,0.897606988944094,0.15294001473973
"tabsyn",50,0.911626629353986,0.15294001473973
"tabsyn",50,0.905242444654438,0.15294001473973
"tabsyn",50,0.904293537982574,0.15294001473973
"tabsyn",50,0.902060270101664,0.15294001473973
"tabsyn",50,0.904564758226536,0.15294001473973
"tabsyn",50,0.913065500930495,0.15294001473973
"tabsyn",50,0.901334177903391,0.15294001473973
"tabsyn",50,0.91145605165099,0.15294001473973
"tabsyn",50,0.890612836439088,0.15294001473973
