"Method","M","DCR_Synth_Train","DCR_Holdout_Train"
"privbayes",10,0.0174773725483295,0.0075088975409821
"privbayes",10,0.0179620191493271,0.0075088975409821
"privbayes",10,0.0170664150033094,0.0075088975409821
"privbayes",10,0.0171378417220113,0.0075088975409821
"privbayes",10,0.0176369262892112,0.0075088975409821
"privbayes",10,0.0178106122160656,0.0075088975409821
"privbayes",50,0.017578493383762,0.0075088975409821
"privbayes",50,0.0181123994271401,0.0075088975409821
"privbayes",50,0.0187292662472869,0.0075088975409821
"privbayes",50,0.0179251110558021,0.0075088975409821
"privbayes",50,0.0174947275400098,0.0075088975409821
"privbayes",50,0.0172740883729096,0.0075088975409821
"privbayes",50,0.0175760782608355,0.0075088975409821
"privbayes",50,0.0179048585295,0.0075088975409821
"privbayes",50,0.0182367819351658,0.0075088975409821
"privbayes",50,0.0172736130979505,0.0075088975409821
"privbayes",50,0.0174932188844013,0.0075088975409821
"privbayes",50,0.0181330754553005,0.0075088975409821
"privbayes",50,0.0176360176890006,0.0075088975409821
"privbayes",50,0.0169827265442301,0.0075088975409821
"privbayes",50,0.0175155691326472,0.0075088975409821
"privbayes",50,0.0179456918313334,0.0075088975409821
"privbayes",50,0.0182592794202483,0.0075088975409821
"privbayes",50,0.0169804456914871,0.0075088975409821
"privbayes",50,0.0176798475879152,0.0075088975409821
"privbayes",50,0.017935410401483,0.0075088975409821
"privbayes",50,0.0179070428386153,0.0075088975409821
"privbayes",50,0.0176104674373415,0.0075088975409821
"privbayes",50,0.0181197565203559,0.0075088975409821
"privbayes",50,0.0182824155325352,0.0075088975409821
"privbayes",50,0.0187726907823314,0.0075088975409821
"privbayes",50,0.0167234912278848,0.0075088975409821
"privbayes",50,0.0177342984365062,0.0075088975409821
"privbayes",50,0.0173234150015441,0.0075088975409821
"privbayes",50,0.0174365180790162,0.0075088975409821
"privbayes",50,0.0182708255925726,0.0075088975409821
"privbayes",50,0.0178754457170643,0.0075088975409821
"privbayes",50,0.0180330754224774,0.0075088975409821
"privbayes",50,0.0170306795726657,0.0075088975409821
"privbayes",50,0.0174773725483295,0.0075088975409821
"privbayes",50,0.0177439478904904,0.0075088975409821
"privbayes",50,0.018142186223807,0.0075088975409821
"privbayes",50,0.0175461652912314,0.0075088975409821
"privbayes",50,0.0177577234374172,0.0075088975409821
"privbayes",50,0.0178353479261889,0.0075088975409821
"privbayes",50,0.0174293651712931,0.0075088975409821
"privbayes",50,0.0178355327837435,0.0075088975409821
"privbayes",50,0.0176559348654739,0.0075088975409821
"privbayes",50,0.0180596161272163,0.0075088975409821
"privbayes",50,0.0183198723795046,0.0075088975409821
"privbayes",50,0.0179620191493271,0.0075088975409821
"privbayes",50,0.017993784349692,0.0075088975409821
"privbayes",50,0.0170664150033094,0.0075088975409821
"privbayes",50,0.0171378417220113,0.0075088975409821
"privbayes",50,0.0176369262892112,0.0075088975409821
"privbayes",50,0.0178106122160656,0.0075088975409821
"ctgan",5,0.00886753176895556,0.0075088975409821
"ctgan",5,0.0087758023513472,0.0075088975409821
"ctgan",5,0.00861819273569058,0.0075088975409821
"ctgan",5,0.00879625167812274,0.0075088975409821
"ctgan",5,0.00844829374733887,0.0075088975409821
"ctgan",10,0.00886753176895556,0.0075088975409821
"ctgan",10,0.00875577261414559,0.0075088975409821
"ctgan",10,0.0087758023513472,0.0075088975409821
"ctgan",10,0.00861819273569058,0.0075088975409821
"ctgan",10,0.00879625167812274,0.0075088975409821
"ctgan",10,0.00844829374733887,0.0075088975409821
"ctgan",10,0.00844832144332934,0.0075088975409821
"ctgan",10,0.00840112953156948,0.0075088975409821
"ctgan",10,0.00874087536070083,0.0075088975409821
"ctgan",10,0.0086599696625857,0.0075088975409821
"ctgan",50,0.00886753176895556,0.0075088975409821
"ctgan",50,0.00875577261414559,0.0075088975409821
"ctgan",50,0.0084777778279908,0.0075088975409821
"ctgan",50,0.00861644246526203,0.0075088975409821
"ctgan",50,0.00847486174862888,0.0075088975409821
"ctgan",50,0.00850676255944093,0.0075088975409821
"ctgan",50,0.00871092824607336,0.0075088975409821
"ctgan",50,0.00862733709366812,0.0075088975409821
"ctgan",50,0.00856139420030747,0.0075088975409821
"ctgan",50,0.0086831136732446,0.0075088975409821
"ctgan",50,0.00862662236420694,0.0075088975409821
"ctgan",50,0.0087758023513472,0.0075088975409821
"ctgan",50,0.00837324829524862,0.0075088975409821
"ctgan",50,0.00856863211693455,0.0075088975409821
"ctgan",50,0.0086520573542388,0.0075088975409821
"ctgan",50,0.00849497622763487,0.0075088975409821
"ctgan",50,0.00842230972764347,0.0075088975409821
"ctgan",50,0.00873894616613338,0.0075088975409821
"ctgan",50,0.00835777448104416,0.0075088975409821
"ctgan",50,0.00852330902728579,0.0075088975409821
"ctgan",50,0.00871029060094961,0.0075088975409821
"ctgan",50,0.00851461227830626,0.0075088975409821
"ctgan",50,0.00861819273569058,0.0075088975409821
"ctgan",50,0.0086602697637955,0.0075088975409821
"ctgan",50,0.0087906561682914,0.0075088975409821
"ctgan",50,0.00859323458984552,0.0075088975409821
"ctgan",50,0.00859426002576656,0.0075088975409821
"ctgan",50,0.00863993594767186,0.0075088975409821
"ctgan",50,0.00853663701689197,0.0075088975409821
"ctgan",50,0.00851056725022673,0.0075088975409821
"ctgan",50,0.0086860677079059,0.0075088975409821
"ctgan",50,0.00852529615533715,0.0075088975409821
"ctgan",50,0.00865165473050068,0.0075088975409821
"ctgan",50,0.00879625167812274,0.0075088975409821
"ctgan",50,0.00834347582826956,0.0075088975409821
"ctgan",50,0.00876155632811197,0.0075088975409821
"ctgan",50,0.00851894175275311,0.0075088975409821
"ctgan",50,0.00859182432343484,0.0075088975409821
"ctgan",50,0.00846648591764158,0.0075088975409821
"ctgan",50,0.00875150307574474,0.0075088975409821
"ctgan",50,0.00853495953574876,0.0075088975409821
"ctgan",50,0.00867243421010218,0.0075088975409821
"ctgan",50,0.00851143022210491,0.0075088975409821
"ctgan",50,0.00858010093519211,0.0075088975409821
"ctgan",50,0.00844829374733887,0.0075088975409821
"ctgan",50,0.00867493262738825,0.0075088975409821
"ctgan",50,0.00844832144332934,0.0075088975409821
"ctgan",50,0.00840112953156948,0.0075088975409821
"ctgan",50,0.00874087536070083,0.0075088975409821
"ctgan",50,0.0086599696625857,0.0075088975409821
"tvae",5,0.00992276795390337,0.0075088975409821
"tvae",5,0.0100206756677542,0.0075088975409821
"tvae",5,0.0100332937342679,0.0075088975409821
"tvae",5,0.0104689763433347,0.0075088975409821
"tvae",5,0.0102671137978512,0.0075088975409821
"tvae",10,0.00992276795390337,0.0075088975409821
"tvae",10,0.00976122618592565,0.0075088975409821
"tvae",10,0.0100206756677542,0.0075088975409821
"tvae",10,0.0100332937342679,0.0075088975409821
"tvae",10,0.0104689763433347,0.0075088975409821
"tvae",10,0.0102671137978512,0.0075088975409821
"tvae",10,0.00970556006051801,0.0075088975409821
"tvae",10,0.00977417427115934,0.0075088975409821
"tvae",10,0.00986604789580043,0.0075088975409821
"tvae",10,0.00983706594301861,0.0075088975409821
"tvae",50,0.00992276795390337,0.0075088975409821
"tvae",50,0.00976122618592565,0.0075088975409821
"tvae",50,0.00991501066234781,0.0075088975409821
"tvae",50,0.0100582218799645,0.0075088975409821
"tvae",50,0.00989348816656563,0.0075088975409821
"tvae",50,0.0100365766702682,0.0075088975409821
"tvae",50,0.0101424745862312,0.0075088975409821
"tvae",50,0.00995932466739914,0.0075088975409821
"tvae",50,0.00997102005704509,0.0075088975409821
"tvae",50,0.00990325825781454,0.0075088975409821
"tvae",50,0.00975558650323896,0.0075088975409821
"tvae",50,0.0100206756677542,0.0075088975409821
"tvae",50,0.0100518439126918,0.0075088975409821
"tvae",50,0.010119839787676,0.0075088975409821
"tvae",50,0.00997918221137779,0.0075088975409821
"tvae",50,0.00999256642048158,0.0075088975409821
"tvae",50,0.0100845496799973,0.0075088975409821
"tvae",50,0.010333599468445,0.0075088975409821
"tvae",50,0.00991069536482695,0.0075088975409821
"tvae",50,0.00994627418860073,0.0075088975409821
"tvae",50,0.00980761133207131,0.0075088975409821
"tvae",50,0.00986509050401908,0.0075088975409821
"tvae",50,0.0100332937342679,0.0075088975409821
"tvae",50,0.010194919408201,0.0075088975409821
"tvae",50,0.0102234517771482,0.0075088975409821
"tvae",50,0.00983294273358704,0.0075088975409821
"tvae",50,0.00999143495839228,0.0075088975409821
"tvae",50,0.00971176124065625,0.0075088975409821
"tvae",50,0.0101352987093789,0.0075088975409821
"tvae",50,0.0099149595146151,0.0075088975409821
"tvae",50,0.00959056034040133,0.0075088975409821
"tvae",50,0.0102306904812138,0.0075088975409821
"tvae",50,0.00966684714520997,0.0075088975409821
"tvae",50,0.0104689763433347,0.0075088975409821
"tvae",50,0.00999109828589825,0.0075088975409821
"tvae",50,0.00987425955389078,0.0075088975409821
"tvae",50,0.00975809829763473,0.0075088975409821
"tvae",50,0.0100069843505243,0.0075088975409821
"tvae",50,0.0102030329717228,0.0075088975409821
"tvae",50,0.0101104376577718,0.0075088975409821
"tvae",50,0.0101862057238708,0.0075088975409821
"tvae",50,0.0101719345588608,0.0075088975409821
"tvae",50,0.00997366145534302,0.0075088975409821
"tvae",50,0.00986178724704974,0.0075088975409821
"tvae",50,0.0102671137978512,0.0075088975409821
"tvae",50,0.0100659185317347,0.0075088975409821
"tvae",50,0.00970556006051801,0.0075088975409821
"tvae",50,0.00977417427115934,0.0075088975409821
"tvae",50,0.00986604789580043,0.0075088975409821
"tvae",50,0.00983706594301861,0.0075088975409821
"tabsyn",5,0.0139898827992181,0.0075088975409821
"tabsyn",5,0.0139385376808679,0.0075088975409821
"tabsyn",5,0.0137726053571394,0.0075088975409821
"tabsyn",5,0.0142328966092915,0.0075088975409821
"tabsyn",5,0.0134317541711983,0.0075088975409821
"tabsyn",10,0.0139898827992181,0.0075088975409821
"tabsyn",10,0.0136693026457669,0.0075088975409821
"tabsyn",10,0.0139385376808679,0.0075088975409821
"tabsyn",10,0.0137726053571394,0.0075088975409821
"tabsyn",10,0.0142328966092915,0.0075088975409821
"tabsyn",10,0.0134317541711983,0.0075088975409821
"tabsyn",10,0.0133484736171783,0.0075088975409821
"tabsyn",10,0.0136520185484024,0.0075088975409821
"tabsyn",10,0.0137202235880169,0.0075088975409821
"tabsyn",10,0.0131418185308661,0.0075088975409821
"tabsyn",50,0.0139898827992181,0.0075088975409821
"tabsyn",50,0.0136693026457669,0.0075088975409821
"tabsyn",50,0.0142942894947381,0.0075088975409821
"tabsyn",50,0.0142826327422852,0.0075088975409821
"tabsyn",50,0.0132751187342989,0.0075088975409821
"tabsyn",50,0.0139465356441073,0.0075088975409821
"tabsyn",50,0.0131445820939379,0.0075088975409821
"tabsyn",50,0.0134254100221087,0.0075088975409821
"tabsyn",50,0.0136887543444758,0.0075088975409821
"tabsyn",50,0.0139165800003485,0.0075088975409821
"tabsyn",50,0.0133117809247058,0.0075088975409821
"tabsyn",50,0.0139385376808679,0.0075088975409821
"tabsyn",50,0.0132969834227587,0.0075088975409821
"tabsyn",50,0.0141059314150516,0.0075088975409821
"tabsyn",50,0.0137175634054751,0.0075088975409821
"tabsyn",50,0.0130795889668349,0.0075088975409821
"tabsyn",50,0.0133688853239261,0.0075088975409821
"tabsyn",50,0.013303055729868,0.0075088975409821
"tabsyn",50,0.0138341566776634,0.0075088975409821
"tabsyn",50,0.0135123895916589,0.0075088975409821
"tabsyn",50,0.0137249128879121,0.0075088975409821
"tabsyn",50,0.0135051434662482,0.0075088975409821
"tabsyn",50,0.0137726053571394,0.0075088975409821
"tabsyn",50,0.013758825540322,0.0075088975409821
"tabsyn",50,0.0137033179646551,0.0075088975409821
"tabsyn",50,0.0132248701064101,0.0075088975409821
"tabsyn",50,0.0137107278146348,0.0075088975409821
"tabsyn",50,0.0135211299287487,0.0075088975409821
"tabsyn",50,0.0132940309786043,0.0075088975409821
"tabsyn",50,0.0127528644629601,0.0075088975409821
"tabsyn",50,0.0133309222274925,0.0075088975409821
"tabsyn",50,0.0139421649368934,0.0075088975409821
"tabsyn",50,0.0134994167915482,0.0075088975409821
"tabsyn",50,0.0142328966092915,0.0075088975409821
"tabsyn",50,0.0133905123520326,0.0075088975409821
"tabsyn",50,0.0131064742940688,0.0075088975409821
"tabsyn",50,0.0136060649756045,0.0075088975409821
"tabsyn",50,0.0131551158042861,0.0075088975409821
"tabsyn",50,0.0128662127165475,0.0075088975409821
"tabsyn",50,0.0133770600610108,0.0075088975409821
"tabsyn",50,0.0132389486498763,0.0075088975409821
"tabsyn",50,0.0132319893115623,0.0075088975409821
"tabsyn",50,0.0130224646052113,0.0075088975409821
"tabsyn",50,0.0141077823376551,0.0075088975409821
"tabsyn",50,0.0134317541711983,0.0075088975409821
"tabsyn",50,0.0134480196991458,0.0075088975409821
"tabsyn",50,0.0133484736171783,0.0075088975409821
"tabsyn",50,0.0136520185484024,0.0075088975409821
"tabsyn",50,0.0137202235880169,0.0075088975409821
"tabsyn",50,0.0131418185308661,0.0075088975409821
