"Method","M","Accuracy","R2","RMSE","MAE"
"privbayes",50,0.510708401976936,NA,NA,NA
"privbayes",50,0.555189456342669,NA,NA,NA
"privbayes",50,0.499176276771005,NA,NA,NA
"privbayes",50,0.472817133443163,NA,NA,NA
"privbayes",50,0.500823723228995,NA,NA,NA
"privbayes",50,0.495881383855025,NA,NA,NA
"ctgan",5,0.747940691927512,NA,NA,NA
"ctgan",5,0.70840197693575,NA,NA,NA
"ctgan",5,0.71828665568369,NA,NA,NA
"ctgan",5,0.70840197693575,NA,NA,NA
"ctgan",5,0.71169686985173,NA,NA,NA
"ctgan",10,0.744645799011532,NA,NA,NA
"ctgan",10,0.71499176276771,NA,NA,NA
"ctgan",10,0.705107084019769,NA,NA,NA
"ctgan",10,0.706754530477759,NA,NA,NA
"ctgan",10,0.70840197693575,NA,NA,NA
"ctgan",10,0.706754530477759,NA,NA,NA
"ctgan",10,0.71993410214168,NA,NA,NA
"ctgan",10,0.7166392092257,NA,NA,NA
"ctgan",10,0.741350906095552,NA,NA,NA
"ctgan",10,0.738056013179572,NA,NA,NA
"ctgan",50,0.744645799011532,NA,NA,NA
"ctgan",50,0.71993410214168,NA,NA,NA
"ctgan",50,0.71169686985173,NA,NA,NA
"ctgan",50,0.71993410214168,NA,NA,NA
"ctgan",50,0.703459637561779,NA,NA,NA
"ctgan",50,0.723228995057661,NA,NA,NA
"ctgan",50,0.701812191103789,NA,NA,NA
"ctgan",50,0.71499176276771,NA,NA,NA
"ctgan",50,0.7166392092257,NA,NA,NA
"ctgan",50,0.71169686985173,NA,NA,NA
"ctgan",50,0.728171334431631,NA,NA,NA
"ctgan",50,0.71004942339374,NA,NA,NA
"ctgan",50,0.703459637561779,NA,NA,NA
"ctgan",50,0.728171334431631,NA,NA,NA
"ctgan",50,0.7166392092257,NA,NA,NA
"ctgan",50,0.700164744645799,NA,NA,NA
"ctgan",50,0.723228995057661,NA,NA,NA
"ctgan",50,0.729818780889621,NA,NA,NA
"ctgan",50,0.71004942339374,NA,NA,NA
"ctgan",50,0.734761120263591,NA,NA,NA
"ctgan",50,0.70840197693575,NA,NA,NA
"ctgan",50,0.71993410214168,NA,NA,NA
"ctgan",50,0.7166392092257,NA,NA,NA
"ctgan",50,0.71828665568369,NA,NA,NA
"ctgan",50,0.723228995057661,NA,NA,NA
"ctgan",50,0.726523887973641,NA,NA,NA
"ctgan",50,0.71004942339374,NA,NA,NA
"ctgan",50,0.703459637561779,NA,NA,NA
"ctgan",50,0.723228995057661,NA,NA,NA
"ctgan",50,0.71993410214168,NA,NA,NA
"ctgan",50,0.71169686985173,NA,NA,NA
"ctgan",50,0.70840197693575,NA,NA,NA
"ctgan",50,0.71499176276771,NA,NA,NA
"ctgan",50,0.706754530477759,NA,NA,NA
"ctgan",50,0.71169686985173,NA,NA,NA
"ctgan",50,0.71334431630972,NA,NA,NA
"ctgan",50,0.729818780889621,NA,NA,NA
"ctgan",50,0.703459637561779,NA,NA,NA
"ctgan",50,0.701812191103789,NA,NA,NA
"ctgan",50,0.703459637561779,NA,NA,NA
"ctgan",50,0.71334431630972,NA,NA,NA
"ctgan",50,0.729818780889621,NA,NA,NA
"ctgan",50,0.7166392092257,NA,NA,NA
"ctgan",50,0.71828665568369,NA,NA,NA
"ctgan",50,0.70840197693575,NA,NA,NA
"ctgan",50,0.698517298187809,NA,NA,NA
"ctgan",50,0.71334431630972,NA,NA,NA
"ctgan",50,0.71499176276771,NA,NA,NA
"ctgan",50,0.741350906095552,NA,NA,NA
"ctgan",50,0.733113673805601,NA,NA,NA
"tvae",5,0.701812191103789,NA,NA,NA
"tvae",5,0.728171334431631,NA,NA,NA
"tvae",5,0.724876441515651,NA,NA,NA
"tvae",5,0.701812191103789,NA,NA,NA
"tvae",5,0.691927512355848,NA,NA,NA
"tvae",10,0.696869851729819,NA,NA,NA
"tvae",10,0.70840197693575,NA,NA,NA
"tvae",10,0.72158154859967,NA,NA,NA
"tvae",10,0.736408566721582,NA,NA,NA
"tvae",10,0.700164744645799,NA,NA,NA
"tvae",10,0.700164744645799,NA,NA,NA
"tvae",10,0.663920922570016,NA,NA,NA
"tvae",10,0.705107084019769,NA,NA,NA
"tvae",10,0.705107084019769,NA,NA,NA
"tvae",10,0.683690280065898,NA,NA,NA
"tvae",50,0.698517298187809,NA,NA,NA
"tvae",50,0.703459637561779,NA,NA,NA
"tvae",50,0.683690280065898,NA,NA,NA
"tvae",50,0.700164744645799,NA,NA,NA
"tvae",50,0.686985172981878,NA,NA,NA
"tvae",50,0.686985172981878,NA,NA,NA
"tvae",50,0.675453047775947,NA,NA,NA
"tvae",50,0.680395387149918,NA,NA,NA
"tvae",50,0.71004942339374,NA,NA,NA
"tvae",50,0.698517298187809,NA,NA,NA
"tvae",50,0.71334431630972,NA,NA,NA
"tvae",50,0.72158154859967,NA,NA,NA
"tvae",50,0.696869851729819,NA,NA,NA
"tvae",50,0.698517298187809,NA,NA,NA
"tvae",50,0.696869851729819,NA,NA,NA
"tvae",50,0.700164744645799,NA,NA,NA
"tvae",50,0.665568369028007,NA,NA,NA
"tvae",50,0.693574958813839,NA,NA,NA
"tvae",50,0.682042833607908,NA,NA,NA
"tvae",50,0.698517298187809,NA,NA,NA
"tvae",50,0.71499176276771,NA,NA,NA
"tvae",50,0.703459637561779,NA,NA,NA
"tvae",50,0.728171334431631,NA,NA,NA
"tvae",50,0.706754530477759,NA,NA,NA
"tvae",50,0.700164744645799,NA,NA,NA
"tvae",50,0.693574958813839,NA,NA,NA
"tvae",50,0.693574958813839,NA,NA,NA
"tvae",50,0.691927512355848,NA,NA,NA
"tvae",50,0.71169686985173,NA,NA,NA
"tvae",50,0.675453047775947,NA,NA,NA
"tvae",50,0.678747940691928,NA,NA,NA
"tvae",50,0.706754530477759,NA,NA,NA
"tvae",50,0.701812191103789,NA,NA,NA
"tvae",50,0.700164744645799,NA,NA,NA
"tvae",50,0.71828665568369,NA,NA,NA
"tvae",50,0.680395387149918,NA,NA,NA
"tvae",50,0.706754530477759,NA,NA,NA
"tvae",50,0.724876441515651,NA,NA,NA
"tvae",50,0.706754530477759,NA,NA,NA
"tvae",50,0.670510708401977,NA,NA,NA
"tvae",50,0.690280065897858,NA,NA,NA
"tvae",50,0.705107084019769,NA,NA,NA
"tvae",50,0.71169686985173,NA,NA,NA
"tvae",50,0.677100494233937,NA,NA,NA
"tvae",50,0.700164744645799,NA,NA,NA
"tvae",50,0.70840197693575,NA,NA,NA
"tvae",50,0.668863261943987,NA,NA,NA
"tvae",50,0.70840197693575,NA,NA,NA
"tvae",50,0.7166392092257,NA,NA,NA
"tvae",50,0.686985172981878,NA,NA,NA
"tabsyn",5,0.738056013179572,NA,NA,NA
"tabsyn",5,0.761120263591433,NA,NA,NA
"tabsyn",5,0.759472817133443,NA,NA,NA
"tabsyn",5,0.736408566721582,NA,NA,NA
"tabsyn",5,0.767710049423394,NA,NA,NA
"tabsyn",10,0.739703459637562,NA,NA,NA
"tabsyn",10,0.752883031301483,NA,NA,NA
"tabsyn",10,0.754530477759473,NA,NA,NA
"tabsyn",10,0.766062602965404,NA,NA,NA
"tabsyn",10,0.739703459637562,NA,NA,NA
"tabsyn",10,0.759472817133443,NA,NA,NA
"tabsyn",10,0.747940691927512,NA,NA,NA
"tabsyn",10,0.742998352553542,NA,NA,NA
"tabsyn",10,0.761120263591433,NA,NA,NA
"tabsyn",10,0.736408566721582,NA,NA,NA
"tabsyn",50,0.744645799011532,NA,NA,NA
"tabsyn",50,0.754530477759473,NA,NA,NA
"tabsyn",50,0.738056013179572,NA,NA,NA
"tabsyn",50,0.757825370675453,NA,NA,NA
"tabsyn",50,0.756177924217463,NA,NA,NA
"tabsyn",50,0.762767710049423,NA,NA,NA
"tabsyn",50,0.756177924217463,NA,NA,NA
"tabsyn",50,0.762767710049423,NA,NA,NA
"tabsyn",50,0.739703459637562,NA,NA,NA
"tabsyn",50,0.747940691927512,NA,NA,NA
"tabsyn",50,0.752883031301483,NA,NA,NA
"tabsyn",50,0.756177924217463,NA,NA,NA
"tabsyn",50,0.759472817133443,NA,NA,NA
"tabsyn",50,0.767710049423394,NA,NA,NA
"tabsyn",50,0.752883031301483,NA,NA,NA
"tabsyn",50,0.747940691927512,NA,NA,NA
"tabsyn",50,0.756177924217463,NA,NA,NA
"tabsyn",50,0.751235584843493,NA,NA,NA
"tabsyn",50,0.729818780889621,NA,NA,NA
"tabsyn",50,0.744645799011532,NA,NA,NA
"tabsyn",50,0.736408566721582,NA,NA,NA
"tabsyn",50,0.764415156507414,NA,NA,NA
"tabsyn",50,0.761120263591433,NA,NA,NA
"tabsyn",50,0.746293245469522,NA,NA,NA
"tabsyn",50,0.741350906095552,NA,NA,NA
"tabsyn",50,0.754530477759473,NA,NA,NA
"tabsyn",50,0.746293245469522,NA,NA,NA
"tabsyn",50,0.751235584843493,NA,NA,NA
"tabsyn",50,0.757825370675453,NA,NA,NA
"tabsyn",50,0.757825370675453,NA,NA,NA
"tabsyn",50,0.756177924217463,NA,NA,NA
"tabsyn",50,0.739703459637562,NA,NA,NA
"tabsyn",50,0.764415156507414,NA,NA,NA
"tabsyn",50,0.738056013179572,NA,NA,NA
"tabsyn",50,0.738056013179572,NA,NA,NA
"tabsyn",50,0.744645799011532,NA,NA,NA
"tabsyn",50,0.741350906095552,NA,NA,NA
"tabsyn",50,0.744645799011532,NA,NA,NA
"tabsyn",50,0.762767710049423,NA,NA,NA
"tabsyn",50,0.761120263591433,NA,NA,NA
"tabsyn",50,0.759472817133443,NA,NA,NA
"tabsyn",50,0.751235584843493,NA,NA,NA
"tabsyn",50,0.742998352553542,NA,NA,NA
"tabsyn",50,0.754530477759473,NA,NA,NA
"tabsyn",50,0.762767710049423,NA,NA,NA
"tabsyn",50,0.757825370675453,NA,NA,NA
"tabsyn",50,0.757825370675453,NA,NA,NA
"tabsyn",50,0.746293245469522,NA,NA,NA
"tabsyn",50,0.751235584843493,NA,NA,NA
"tabsyn",50,0.739703459637562,NA,NA,NA
