"Method","M","C2ST_Accuracy","AUC","P_Value","Classifier"
"synthpop",50,0.8003300330033,0.554213172020107,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.554068330919315,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.591343614211468,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.523072335349749,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.581068416119963,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.558677685950413,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.564036806679731,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.53285336968561,3.79834588374224e-53,"RF"
"synthpop",50,0.798679867986799,0.57275283292153,1.53079042956092e-52,"RF"
"synthpop",50,0.798679867986799,0.557518957144074,1.53079042956092e-52,"RF"
"synthpop",50,0.8003300330033,0.546741075232172,3.79834588374224e-53,"RF"
"synthpop",50,0.798679867986799,0.541288233790577,1.53079042956092e-52,"RF"
"synthpop",50,0.798679867986799,0.570239413819545,1.53079042956092e-52,"RF"
"synthpop",50,0.8003300330033,0.60283718156258,3.79834588374224e-53,"RF"
"synthpop",50,0.797029702970297,0.519638749254494,6.10631160149132e-52,"RF"
"synthpop",50,0.8003300330033,0.57616937888728,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.561105904404874,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.565595978529437,3.79834588374224e-53,"RF"
"synthpop",50,0.798679867986799,0.571168100877567,1.53079042956092e-52,"RF"
"synthpop",50,0.798679867986799,0.558294283036551,1.53079042956092e-52,"RF"
"synthpop",50,0.797029702970297,0.556701030927835,6.10631160149132e-52,"RF"
"synthpop",50,0.8003300330033,0.552585839652381,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.548070205333561,3.79834588374224e-53,"RF"
"synthpop",50,0.798679867986799,0.592212660816222,1.53079042956092e-52,"RF"
"synthpop",50,0.8003300330033,0.569736729999148,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.45709295390645,3.79834588374224e-53,"RF"
"synthpop",50,0.798679867986799,0.554170571696345,1.53079042956092e-52,"RF"
"synthpop",50,0.798679867986799,0.524060662861038,1.53079042956092e-52,"RF"
"synthpop",50,0.797029702970297,0.570571696344892,6.10631160149132e-52,"RF"
"synthpop",50,0.797029702970297,0.4923063815285,6.10631160149132e-52,"RF"
"synthpop",50,0.797029702970297,0.568228678537957,6.10631160149132e-52,"RF"
"synthpop",50,0.801980198019802,0.557578597597342,9.32797390252835e-54,"RF"
"synthpop",50,0.8003300330033,0.570793218028457,3.79834588374224e-53,"RF"
"synthpop",50,0.803630363036304,0.554579534804465,2.26707412390947e-54,"RF"
"synthpop",50,0.798679867986799,0.587569225526114,1.53079042956092e-52,"RF"
"synthpop",50,0.8003300330033,0.554962937718327,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.546195791088012,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.566831387918548,3.79834588374224e-53,"RF"
"synthpop",50,0.798679867986799,0.551427110846042,1.53079042956092e-52,"RF"
"synthpop",50,0.8003300330033,0.575922297009457,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.547201158728806,3.79834588374224e-53,"RF"
"synthpop",50,0.8003300330033,0.569898611229445,3.79834588374224e-53,"RF"
"synthpop",50,0.798679867986799,0.560066456505069,1.53079042956092e-52,"RF"
"synthpop",50,0.798679867986799,0.56174490926131,1.53079042956092e-52,"RF"
"synthpop",50,0.8003300330033,0.554000170401295,3.79834588374224e-53,"RF"
"synthpop",50,0.797029702970297,0.51613700264122,6.10631160149132e-52,"RF"
"synthpop",50,0.798679867986799,0.574030842634404,1.53079042956092e-52,"RF"
"synthpop",50,0.798679867986799,0.579543324529266,1.53079042956092e-52,"RF"
"synthpop",50,0.8003300330033,0.510914202947942,3.79834588374224e-53,"RF"
"synthpop",50,0.795379537953795,0.566107182414586,2.41108014162427e-51,"RF"
"synthpop",50,0.8003300330033,0.542523643179688,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.493686632018403,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.50844338416972,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.532810769361847,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.518258498764591,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.501030927835052,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.54003578427196,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.506603050183181,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.489528840419187,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.522211808809747,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.533117491692937,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.575411093124308,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.5186333816137,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.495288404191872,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.518088097469541,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.517491692936866,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.486589418079577,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.515174235324188,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.50793218028457,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.565604498594189,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.52940274346085,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.556496549373775,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.522535571270342,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.511663968646162,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.496140410667121,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.494964641731277,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.504473033995058,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.515191275453693,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.508784186759819,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.523319417227571,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.523506858652126,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.518207378376076,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.532589247678282,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.496276731703161,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.498764590610889,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.56728295135043,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.475215131635,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.492280821334242,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.511050523983982,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.517048649569737,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.518820823038255,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.529939507540257,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.541177472948794,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.506807531737241,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.531447559001448,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.51370878418676,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.520848598449348,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.517832495526966,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.541535315668399,3.79834588374224e-53,"NN"
"synthpop",50,0.8003300330033,0.520294794240436,3.79834588374224e-53,"NN"
"arf",5,0.798679867986799,0.524665587458465,1.53079042956092e-52,"KNN"
"arf",5,0.792079207920792,0.507846979637045,3.64663983892278e-50,"KNN"
"arf",5,0.788778877887789,0.541756837351964,5.29870541193953e-49,"KNN"
"arf",5,0.793729372937294,0.516639686461617,9.42411931946676e-51,"KNN"
"arf",5,0.797029702970297,0.560151657152594,6.10631160149132e-52,"KNN"
"arf",5,0.801980198019802,0.713010138877055,9.32797390252835e-54,"RF"
"arf",5,0.8003300330033,0.723924341824998,3.79834588374224e-53,"RF"
"arf",5,0.801980198019802,0.71312941978359,9.32797390252835e-54,"RF"
"arf",5,0.798679867986799,0.717713214620431,1.53079042956092e-52,"RF"
"arf",5,0.803630363036304,0.748692170060492,2.26707412390947e-54,"RF"
"arf",5,0.8003300330033,0.527238647013717,3.79834588374224e-53,"NN"
"arf",5,0.8003300330033,0.482525347192639,3.79834588374224e-53,"NN"
"arf",5,0.8003300330033,0.511272045667547,3.79834588374224e-53,"NN"
"arf",5,0.8003300330033,0.479287722586692,3.79834588374224e-53,"NN"
"arf",5,0.8003300330033,0.511851410070717,3.79834588374224e-53,"NN"
"arf",10,0.798679867986799,0.524665587458465,1.53079042956092e-52,"KNN"
"arf",10,0.773927392739274,0.539004856436909,5.5504826669476e-44,"KNN"
"arf",10,0.792079207920792,0.507846979637045,3.64663983892278e-50,"KNN"
"arf",10,0.788778877887789,0.541756837351964,5.29870541193953e-49,"KNN"
"arf",10,0.793729372937294,0.516639686461617,9.42411931946676e-51,"KNN"
"arf",10,0.797029702970297,0.560151657152594,6.10631160149132e-52,"KNN"
"arf",10,0.785478547854785,0.583249552696601,7.40023636687607e-48,"KNN"
"arf",10,0.79042904290429,0.535801312089972,1.39699225631726e-49,"KNN"
"arf",10,0.795379537953795,0.50864786572378,2.41108014162427e-51,"KNN"
"arf",10,0.777227722772277,0.531762801397291,4.54939486900038e-45,"KNN"
"arf",10,0.801980198019802,0.713010138877055,9.32797390252835e-54,"RF"
"arf",10,0.798679867986799,0.736627758370964,1.53079042956092e-52,"RF"
"arf",10,0.8003300330033,0.723924341824998,3.79834588374224e-53,"RF"
"arf",10,0.801980198019802,0.71312941978359,9.32797390252835e-54,"RF"
"arf",10,0.798679867986799,0.717713214620431,1.53079042956092e-52,"RF"
"arf",10,0.803630363036304,0.748692170060492,2.26707412390947e-54,"RF"
"arf",10,0.8003300330033,0.762043111527648,3.79834588374224e-53,"RF"
"arf",10,0.8003300330033,0.718761182584988,3.79834588374224e-53,"RF"
"arf",10,0.8003300330033,0.757169634489222,3.79834588374224e-53,"RF"
"arf",10,0.8003300330033,0.698313027179007,3.79834588374224e-53,"RF"
"arf",10,0.8003300330033,0.527238647013717,3.79834588374224e-53,"NN"
"arf",10,0.8003300330033,0.471415182755389,3.79834588374224e-53,"NN"
"arf",10,0.8003300330033,0.482525347192639,3.79834588374224e-53,"NN"
"arf",10,0.8003300330033,0.511272045667547,3.79834588374224e-53,"NN"
"arf",10,0.8003300330033,0.479287722586692,3.79834588374224e-53,"NN"
"arf",10,0.8003300330033,0.511851410070717,3.79834588374224e-53,"NN"
"arf",10,0.8003300330033,0.532350685865213,3.79834588374224e-53,"NN"
"arf",10,0.8003300330033,0.509039788702394,3.79834588374224e-53,"NN"
"arf",10,0.8003300330033,0.512976058618046,3.79834588374224e-53,"NN"
"arf",10,0.8003300330033,0.500127800971287,3.79834588374224e-53,"NN"
"arf",50,0.798679867986799,0.524665587458465,1.53079042956092e-52,"KNN"
"arf",50,0.773927392739274,0.539004856436909,5.5504826669476e-44,"KNN"
"arf",50,0.777227722772277,0.533492374542047,4.54939486900038e-45,"KNN"
"arf",50,0.759075907590759,0.522569651529352,2.70952145493522e-39,"KNN"
"arf",50,0.765676567656766,0.572463150719945,2.44928815966648e-41,"KNN"
"arf",50,0.767326732673267,0.52748572889154,7.38168224239502e-42,"KNN"
"arf",50,0.759075907590759,0.549902019255346,2.70952145493522e-39,"KNN"
"arf",50,0.764026402640264,0.510829002300417,8.05260344117007e-41,"KNN"
"arf",50,0.757425742574257,0.546553633807617,8.59074306744656e-39,"KNN"
"arf",50,0.78052805280528,0.56793047627162,3.58951038345371e-46,"KNN"
"arf",50,0.767326732673267,0.557791599216154,7.38168224239502e-42,"KNN"
"arf",50,0.792079207920792,0.507846979637045,3.64663983892278e-50,"KNN"
"arf",50,0.798679867986799,0.506338928175854,1.53079042956092e-52,"KNN"
"arf",50,0.788778877887789,0.524018062537275,5.29870541193953e-49,"KNN"
"arf",50,0.775577557755776,0.574397205418761,1.59660978753667e-44,"KNN"
"arf",50,0.767326732673267,0.551989435119707,7.38168224239502e-42,"KNN"
"arf",50,0.785478547854785,0.509099429155662,7.40023636687607e-48,"KNN"
"arf",50,0.798679867986799,0.537667206270768,1.53079042956092e-52,"KNN"
"arf",50,0.792079207920792,0.492766465025134,3.64663983892278e-50,"KNN"
"arf",50,0.795379537953795,0.517193490670529,2.41108014162427e-51,"KNN"
"arf",50,0.775577557755776,0.569685609610633,1.59660978753667e-44,"KNN"
"arf",50,0.754125412541254,0.539856862912158,8.40712863035866e-38,"KNN"
"arf",50,0.788778877887789,0.541756837351964,5.29870541193953e-49,"KNN"
"arf",50,0.767326732673267,0.543716452245037,7.38168224239502e-42,"KNN"
"arf",50,0.797029702970297,0.501346170230894,6.10631160149132e-52,"KNN"
"arf",50,0.777227722772277,0.566252023515379,4.54939486900038e-45,"KNN"
"arf",50,0.8003300330033,0.532665928261055,3.79834588374224e-53,"KNN"
"arf",50,0.793729372937294,0.523575019170146,9.42411931946676e-51,"KNN"
"arf",50,0.792079207920792,0.567001789213598,3.64663983892278e-50,"KNN"
"arf",50,0.792079207920792,0.550200221521684,3.64663983892278e-50,"KNN"
"arf",50,0.777227722772277,0.537096361932351,4.54939486900038e-45,"KNN"
"arf",50,0.770627062706271,0.515395757007753,6.52141023520814e-43,"KNN"
"arf",50,0.777227722772277,0.541313793984834,4.54939486900038e-45,"KNN"
"arf",50,0.793729372937294,0.516639686461617,9.42411931946676e-51,"KNN"
"arf",50,0.762376237623762,0.513819545028542,2.62339900888468e-40,"KNN"
"arf",50,0.793729372937294,0.539984663883446,9.42411931946676e-51,"KNN"
"arf",50,0.798679867986799,0.499284314560791,1.53079042956092e-52,"KNN"
"arf",50,0.79042904290429,0.552355797904064,1.39699225631726e-49,"KNN"
"arf",50,0.744224422442244,0.522245889068757,6.37534980104879e-35,"KNN"
"arf",50,0.749174917491749,0.529155661583028,2.40821082225002e-36,"KNN"
"arf",50,0.792079207920792,0.514552270597257,3.64663983892278e-50,"KNN"
"arf",50,0.788778877887789,0.549424895629207,5.29870541193953e-49,"KNN"
"arf",50,0.772277227722772,0.552100195961489,1.91148640780652e-43,"KNN"
"arf",50,0.775577557755776,0.550080940615149,1.59660978753667e-44,"KNN"
"arf",50,0.797029702970297,0.560151657152594,6.10631160149132e-52,"KNN"
"arf",50,0.762376237623762,0.537931328278095,2.62339900888468e-40,"KNN"
"arf",50,0.785478547854785,0.583249552696601,7.40023636687607e-48,"KNN"
"arf",50,0.79042904290429,0.535801312089972,1.39699225631726e-49,"KNN"
"arf",50,0.795379537953795,0.50864786572378,2.41108014162427e-51,"KNN"
"arf",50,0.777227722772277,0.531762801397291,4.54939486900038e-45,"KNN"
"arf",50,0.801980198019802,0.713010138877055,9.32797390252835e-54,"RF"
"arf",50,0.798679867986799,0.736627758370964,1.53079042956092e-52,"RF"
"arf",50,0.798679867986799,0.701082048223566,1.53079042956092e-52,"RF"
"arf",50,0.8003300330033,0.698449348215046,3.79834588374224e-53,"RF"
"arf",50,0.801980198019802,0.749194853880889,9.32797390252835e-54,"RF"
"arf",50,0.801980198019802,0.726880804294113,9.32797390252835e-54,"RF"
"arf",50,0.8003300330033,0.70003408025901,3.79834588374224e-53,"RF"
"arf",50,0.8003300330033,0.720686717219051,3.79834588374224e-53,"RF"
"arf",50,0.803630363036304,0.717747294879441,2.26707412390947e-54,"RF"
"arf",50,0.801980198019802,0.750796626054358,9.32797390252835e-54,"RF"
"arf",50,0.801980198019802,0.72755388940956,9.32797390252835e-54,"RF"
"arf",50,0.8003300330033,0.723924341824998,3.79834588374224e-53,"RF"
"arf",50,0.798679867986799,0.696114850472864,1.53079042956092e-52,"RF"
"arf",50,0.801980198019802,0.753301525091591,9.32797390252835e-54,"RF"
"arf",50,0.801980198019802,0.769447047797563,9.32797390252835e-54,"RF"
"arf",50,0.801980198019802,0.730391070972139,9.32797390252835e-54,"RF"
"arf",50,0.801980198019802,0.750651784953566,9.32797390252835e-54,"RF"
"arf",50,0.8003300330033,0.74300928687058,3.79834588374224e-53,"RF"
"arf",50,0.801980198019802,0.688284910965323,9.32797390252835e-54,"RF"
"arf",50,0.8003300330033,0.735647950924427,3.79834588374224e-53,"RF"
"arf",50,0.8003300330033,0.747712362613956,3.79834588374224e-53,"RF"
"arf",50,0.801980198019802,0.70259861974951,9.32797390252835e-54,"RF"
"arf",50,0.801980198019802,0.71312941978359,9.32797390252835e-54,"RF"
"arf",50,0.801980198019802,0.764036806679731,9.32797390252835e-54,"RF"
"arf",50,0.803630363036304,0.70310982363466,2.26707412390947e-54,"RF"
"arf",50,0.8003300330033,0.737386044133935,3.79834588374224e-53,"RF"
"arf",50,0.8003300330033,0.71846298031865,3.79834588374224e-53,"RF"
"arf",50,0.8003300330033,0.729130101388771,3.79834588374224e-53,"RF"
"arf",50,0.8003300330033,0.754588054869217,3.79834588374224e-53,"RF"
"arf",50,0.801980198019802,0.709440231745761,9.32797390252835e-54,"RF"
"arf",50,0.8003300330033,0.740640708869387,3.79834588374224e-53,"RF"
"arf",50,0.8003300330033,0.714194427877652,3.79834588374224e-53,"RF"
"arf",50,0.803630363036304,0.734310300758286,2.26707412390947e-54,"RF"
"arf",50,0.798679867986799,0.717713214620431,1.53079042956092e-52,"RF"
"arf",50,0.798679867986799,0.716886768339439,1.53079042956092e-52,"RF"
"arf",50,0.8003300330033,0.746528073613359,3.79834588374224e-53,"RF"
"arf",50,0.8003300330033,0.72936866320184,3.79834588374224e-53,"RF"
"arf",50,0.801980198019802,0.743989094317117,9.32797390252835e-54,"RF"
"arf",50,0.801980198019802,0.736678878759479,9.32797390252835e-54,"RF"
"arf",50,0.8003300330033,0.707506177046946,3.79834588374224e-53,"RF"
"arf",50,0.8003300330033,0.725270512055892,3.79834588374224e-53,"RF"
"arf",50,0.801980198019802,0.727707250575104,9.32797390252835e-54,"RF"
"arf",50,0.803630363036304,0.730868194598279,2.26707412390947e-54,"RF"
"arf",50,0.797029702970297,0.724640027264207,6.10631160149132e-52,"RF"
"arf",50,0.803630363036304,0.748692170060492,2.26707412390947e-54,"RF"
"arf",50,0.801980198019802,0.714245548266167,9.32797390252835e-54,"RF"
"arf",50,0.8003300330033,0.762043111527648,3.79834588374224e-53,"RF"
"arf",50,0.8003300330033,0.718761182584988,3.79834588374224e-53,"RF"
"arf",50,0.8003300330033,0.757169634489222,3.79834588374224e-53,"RF"
"arf",50,0.8003300330033,0.698313027179007,3.79834588374224e-53,"RF"
"arf",50,0.8003300330033,0.527238647013717,3.79834588374224e-53,"NN"
"arf",50,0.8003300330033,0.471415182755389,3.79834588374224e-53,"NN"
"arf",50,0.8003300330033,0.537752406918293,3.79834588374224e-53,"NN"
"arf",50,0.8003300330033,0.495782567947516,3.79834588374224e-53,"NN"
"arf",50,0.8003300330033,0.524188463832325,3.79834588374224e-53,"NN"
"arf",50,0.8003300330033,0.501337650166141,3.79834588374224e-53,"NN"
"arf",50,0.8003300330033,0.499974439805743,3.79834588374224e-53,"NN"
"arf",50,0.8003300330033,0.546902956462469,3.79834588374224e-53,"NN"
"arf",50,0.8003300330033,0.488966516145523,3.79834588374224e-53,"NN"
"arf",50,0.8003300330033,0.507403936269916,3.79834588374224e-53,"NN"
"arf",50,0.8003300330033,0.517968816563006,3.79834588374224e-53,"NN"
"arf",50,0.8003300330033,0.482525347192639,3.79834588374224e-53,"NN"
"arf",50,0.8003300330033,0.528312175172531,3.79834588374224e-53,"NN"
